id,date,hour,station_id,aqi,main_pollutant,co,co_avg8,co_avg24,co_iaqi,no2,no2_avg8,no2_avg24,no2_iaqi,so2,so2_avg8,so2_avg24,so2_iaqi,o3,o3_avg8,o3_avg24,o3_iaqi,pm10,pm10_avg8,pm10_avg24,pm10_iaqi,pm25,pm25_avg8,pm25_avg24,pm25_iaqi,data_source,create_date,miss_data,this_id
576993,2014/3/10,3,110000002,NULL,NULL,800,NULL,2000,8,47,NULL,64,24,22,NULL,46,8,17,NULL,86,27,40,NULL,127,89,36,NULL,96,127,2,41:48.0,1,2190
576994,2014/3/10,4,110000002,NULL,NULL,900,NULL,2000,9,42,NULL,65,21,26,NULL,46,9,22,NULL,86,27,41,NULL,129,90,37,NULL,98,128,2,41:48.0,1,2191
576995,2014/3/10,5,110000002,NULL,NULL,1200,NULL,2000,12,52,NULL,65,26,34,NULL,47,12,14,NULL,86,27,47,NULL,130,90,45,NULL,99,130,2,41:48.0,1,2192
576996,2014/3/10,6,110000002,NULL,NULL,1400,NULL,2000,14,60,NULL,66,30,41,NULL,48,14,10,NULL,86,27,54,NULL,130,90,48,NULL,101,132,2,41:48.0,1,2193
576997,2014/3/10,7,110000002,NULL,NULL,1600,NULL,2000,16,66,NULL,66,33,48,NULL,48,16,5,NULL,86,27,61,NULL,126,88,53,NULL,99,130,2,41:48.0,1,2194
576998,2014/3/10,8,110000002,NULL,NULL,1500,NULL,2000,15,61,NULL,65,31,54,NULL,48,18,11,NULL,86,27,64,NULL,121,86,50,NULL,96,126,2,41:48.0,1,2195
576999,2014/3/10,9,110000002,NULL,NULL,1600,NULL,0,NULL,57,NULL,NULL,NULL,57,NULL,NULL,NULL,15.5,NULL,NULL,NULL,70,NULL,NULL,NULL,53,NULL,NULL,NULL,2,41:48.0,1cono2so2o3pm10pm25,2196
577000,2014/3/10,10,110000002,NULL,NULL,1700,NULL,2000,17,53,NULL,64,27,60,NULL,48,20,20,NULL,86,27,76,NULL,113,82,56,NULL,90,118,2,41:48.0,1,2197
577001,2014/3/10,11,110000002,NULL,NULL,1600,NULL,2000,16,50,NULL,64,25,66,NULL,48,22,26,NULL,86,27,86,NULL,111,81,64,NULL,87,115,2,41:48.0,1,2198
577002,2014/3/10,12,110000002,NULL,NULL,1400,NULL,2000,14,42,NULL,64,21,65,NULL,48,22,40,NULL,86,27,103,NULL,109,80,84,NULL,85,113,2,41:48.0,1,2199
577003,2014/3/10,13,110000002,NULL,NULL,1400,NULL,2000,14,46,NULL,63,23,58,NULL,48,20,48,NULL,86,27,117,NULL,109,80,107,NULL,85,112,2,41:48.0,1,2200
577004,2014/3/10,14,110000002,NULL,NULL,1700,NULL,2000,17,57,NULL,63,29,60,NULL,48,20,43,NULL,86,27,139,NULL,108,79,117,NULL,84,111,2,41:48.0,1,2201
577005,2014/3/10,15,110000002,NULL,NULL,1600,NULL,2000,16,60,NULL,62,30,60,NULL,48,20,47,NULL,86,27,138,NULL,108,79,125,NULL,84,111,2,41:48.0,1,2202
577006,2014/3/10,16,110000002,NULL,NULL,1500,NULL,2000,15,65,NULL,61,33,63,NULL,48,21,50,NULL,86,27,120,NULL,106,78,101,NULL,82,109,2,41:48.0,1,2203
577007,2014/3/10,17,110000002,NULL,NULL,1500,NULL,2000,15,72,NULL,61,36,62,NULL,48,21,47,NULL,86,27,108,NULL,104,77,89,NULL,80,106,2,41:48.0,1,2204
577008,2014/3/10,18,110000002,NULL,NULL,1600,NULL,2000,16,79,NULL,62,40,63,NULL,49,21,37,NULL,64,20,121,NULL,103,77,106,NULL,79,105,2,41:48.0,1,2205
577009,2014/3/10,19,110000002,NULL,NULL,1600,NULL,2000,16,90,NULL,63,45,65,NULL,50,22,21,NULL,50,16,127,NULL,102,76,111,NULL,78,104,2,41:48.0,1,2206
577010,2014/3/10,20,110000002,NULL,NULL,2100,NULL,2000,21,97,NULL,64,49,62,NULL,50,21,10,NULL,50,16,144,NULL,101,76,131,NULL,78,104,2,41:48.0,1,2207
577011,2014/3/10,21,110000002,NULL,NULL,2000,NULL,2000,20,82,NULL,63,41,55,NULL,49,19,16,NULL,50,16,131,NULL,97,74,122,NULL,77,102,2,41:48.0,1,2208
577012,2014/3/10,22,110000002,NULL,NULL,2000,NULL,2000,20,75,NULL,62,38,54,NULL,49,18,23,NULL,50,16,128,NULL,95,73,104,NULL,77,102,2,41:48.0,1,2209
577013,2014/3/10,23,110000002,NULL,NULL,2600,NULL,2000,26,86,NULL,63,43,62,NULL,50,21,14,NULL,50,16,152,NULL,95,73,136,NULL,79,105,2,41:48.0,1,2210
577014,2014/3/11,0,110000002,NULL,NULL,2400,NULL,2000,24,90,NULL,64,45,60,NULL,52,20,7,NULL,50,16,142,NULL,96,73,133,NULL,82,109,2,41:48.0,1,2211
577015,2014/3/11,1,110000002,NULL,NULL,2000,NULL,2000,20,60,NULL,64,30,56,NULL,53,19,22,NULL,50,16,122,NULL,99,75,108,NULL,85,112,2,41:48.0,1,2212
577016,2014/3/11,2,110000002,NULL,NULL,2200,NULL,2000,23,63,NULL,65,32,54,NULL,55,18,18,NULL,50,16,128,NULL,102,76,105,NULL,88,117,2,41:48.0,1,2213
577017,2014/3/11,3,110000002,NULL,NULL,2200,NULL,2000,23,67,NULL,65,34,55,NULL,56,19,13,NULL,50,16,124,NULL,106,78,109,NULL,91,120,2,41:48.0,1,2214
577018,2014/3/11,4,110000002,NULL,NULL,2300,NULL,2000,23,62,NULL,66,31,49,NULL,57,17,14,NULL,50,16,124,NULL,109,80,112,NULL,94,124,2,41:48.0,1,2215
577019,2014/3/11,5,110000002,NULL,NULL,2400,NULL,2000,24,65,NULL,67,33,48,NULL,57,16,10,NULL,50,16,131,NULL,113,82,117,NULL,97,128,2,41:48.0,1,2216
577020,2014/3/11,6,110000002,NULL,NULL,2300,NULL,2000,23,63,NULL,67,32,51,NULL,58,17,9,NULL,50,16,142,NULL,117,84,122,NULL,101,132,2,41:48.0,1,2217
577021,2014/3/11,7,110000002,NULL,NULL,2400,NULL,2000,24,68,NULL,67,34,53,NULL,58,18,8,NULL,50,16,148,NULL,120,85,128,NULL,104,136,2,41:48.0,1,2218
577022,2014/3/11,8,110000002,NULL,NULL,2700,NULL,2000,27,71,NULL,67,36,81,NULL,59,27,5,NULL,50,16,167,NULL,124,87,135,NULL,107,140,2,41:48.0,1,2219
577023,2014/3/11,9,110000002,NULL,NULL,3600,NULL,2000,36,84,NULL,69,42,85,NULL,60,29,7,NULL,50,16,211,NULL,130,90,192,NULL,113,147,2,41:48.0,1,2220
577024,2014/3/11,10,110000002,NULL,NULL,3300,NULL,3000,33,97,NULL,70,49,99,NULL,62,33,12,NULL,50,16,219,NULL,136,93,198,NULL,119,155,2,41:48.0,1,2221
577025,2014/3/11,11,110000002,NULL,NULL,2900,NULL,3000,29,95,NULL,72,48,94,NULL,63,32,20,NULL,50,16,214,NULL,142,96,198,NULL,124,163,2,41:48.0,1,2222
577026,2014/3/11,12,110000002,NULL,NULL,5700,NULL,3000,57,86,NULL,74,43,95,NULL,64,32,31,NULL,50,16,224,NULL,147,99,209,NULL,130,171,2,41:48.0,1,2223
577027,2014/3/11,13,110000002,NULL,NULL,1900,NULL,3000,19,86,NULL,75,NULL,93.5,NULL,65,NULL,27,NULL,50,16,224,NULL,148,99,180,NULL,133,175,2,41:48.0,1no2so2o3pm10,2224
577028,2014/3/11,14,110000002,NULL,NULL,2400,NULL,3000,24,86,NULL,77,43,92,NULL,66,31,23,NULL,50,16,236,NULL,148,99,217,NULL,137,181,2,41:48.0,1pm10,2225
577029,2014/3/11,15,110000002,NULL,NULL,2400,NULL,3000,24,103,NULL,79,52,67,NULL,66,23,2,NULL,50,16,248,NULL,153,102,230,NULL,141,187,2,41:48.0,1,2226
577030,2014/3/11,16,110000002,NULL,NULL,2400,NULL,3000,24,103,NULL,79,52,67,NULL,66,23,2,NULL,50,16,248,NULL,153,102,230,NULL,141,187,2,41:48.0,1,2227
577031,2014/3/11,17,110000002,NULL,NULL,2400,NULL,3000,24,113,NULL,82,57,47,NULL,65,16,2,NULL,38,12,255,NULL,165,108,196,NULL,150,199,2,41:48.0,1,2228
577032,2014/3/11,18,110000002,NULL,NULL,2500,NULL,3000,25,116,NULL,84,58,45,NULL,64,15,2,NULL,32,10,299,NULL,173,112,262,NULL,156,206,2,41:48.0,1,2229
577033,2014/3/11,19,110000002,NULL,NULL,2600,NULL,3000,26,115,NULL,85,58,41,NULL,63,14,2,NULL,32,10,150,NULL,174,112,124,NULL,157,207,2,41:48.0,1,2230
577034,2014/3/11,20,110000002,NULL,NULL,2100,NULL,3000,21,97,NULL,85,49,30,NULL,62,10,2,NULL,32,10,31,NULL,169,110,13,NULL,152,202,2,41:48.0,1,2231
577035,2014/3/11,21,110000002,NULL,NULL,1600,NULL,3000,16,83,NULL,85,42,20,NULL,61,7,2,NULL,32,10,55,NULL,166,108,23,NULL,148,197,2,41:48.0,1,2232
577036,2014/3/11,22,110000002,NULL,NULL,1200,NULL,3000,12,74,NULL,85,37,15,NULL,59,5,2,NULL,32,10,78,NULL,164,107,29,NULL,145,192,2,41:48.0,1,2233
577037,2014/3/11,23,110000002,NULL,NULL,1000,NULL,3000,10,68,NULL,84,34,14,NULL,57,5,2,NULL,32,10,5,NULL,157,104,5,NULL,139,184,2,41:48.0,1,2234
577038,2014/3/12,0,110000002,NULL,NULL,800,NULL,3000,8,65,NULL,83,33,12,NULL,55,4,2,NULL,32,10,5,NULL,151,101,3,NULL,134,177,2,41:48.0,1,2235
577039,2014/3/12,1,110000002,NULL,NULL,800,NULL,3000,8,55,NULL,83,28,10,NULL,53,4,2,NULL,32,10,5,NULL,145,98,3,NULL,129,170,2,41:48.0,1,2236
577040,2014/3/12,2,110000002,NULL,NULL,600,NULL,3000,6,43,NULL,82,22,15,NULL,51,5,2,NULL,32,10,5,NULL,140,95,3,NULL,125,164,2,41:48.0,1,2237
577041,2014/3/12,3,110000002,NULL,NULL,500,NULL,3000,5,50,NULL,81,25,7,NULL,49,3,2,NULL,32,10,5,NULL,134,92,3,NULL,121,158,2,41:48.0,1,2238
577042,2014/3/12,4,110000002,NULL,NULL,400,NULL,3000,4,49,NULL,81,25,7,NULL,47,3,2,NULL,32,10,5,NULL,129,90,3,NULL,116,152,2,41:48.0,1,2239
577043,2014/3/12,5,110000002,NULL,NULL,400,NULL,2000,4,53.5,NULL,81,NULL,6,NULL,45,2,2,NULL,32,10,5,NULL,123,87,3,NULL,112,146,2,41:48.0,1no2,2240
577044,2014/3/12,6,110000002,NULL,NULL,400,NULL,2000,4,58,NULL,81,29,6,NULL,43,2,2,NULL,32,10,31,NULL,118,84,9,NULL,107,140,2,41:48.0,1,2241
577045,2014/3/12,7,110000002,NULL,NULL,300,NULL,2000,3,58,NULL,81,29,6,NULL,41,2,2,NULL,32,10,16,NULL,112,81,8,NULL,102,133,2,41:48.0,1,2242
577046,2014/3/12,8,110000002,NULL,NULL,300,NULL,2000,3,59,NULL,80,30,6,NULL,38,2,2,NULL,32,10,23,NULL,106,78,8,NULL,97,127,2,41:48.0,1,2243
577047,2014/3/12,9,110000002,NULL,NULL,300,NULL,2000,3,60,NULL,79,30,6,NULL,34,2,2,NULL,32,10,18,NULL,97,74,9,NULL,89,117,2,41:48.0,1,2244
577048,2014/3/12,10,110000002,NULL,NULL,300,NULL,2000,3,62,NULL,77,31,6,NULL,30,2,2,NULL,32,10,12,NULL,88,69,3,NULL,81,107,2,41:48.0,1,2245
577049,2014/3/12,11,110000002,NULL,NULL,300,NULL,2000,3,63,NULL,76,32,6,NULL,27,2,3,NULL,32,10,7,NULL,78,64,3,NULL,73,97,2,41:48.0,1,2246
577050,2014/3/12,12,110000002,NULL,NULL,300,NULL,2000,3,65,NULL,75,33,6,NULL,23,2,2,NULL,24,8,12,NULL,69,60,9,NULL,64,87,2,41:48.0,1,2247
577051,2014/3/12,13,110000002,NULL,NULL,300,NULL,2000,3,66,NULL,74,33,5,NULL,22,2,2,NULL,24,8,20,NULL,66,58,9,NULL,57,78,2,41:48.0,1,2248
577052,2014/3/12,14,110000002,NULL,NULL,300,NULL,2000,3,66,NULL,74,33,5,NULL,22,2,2,NULL,24,8,20,NULL,66,58,9,NULL,57,78,2,41:48.0,1,2249
577053,2014/3/12,15,110000002,NULL,NULL,300,NULL,1000,3,66,NULL,74,33,6,NULL,18,2,2,NULL,3,1,24,NULL,65,58,14,NULL,49,67,2,41:48.0,1,2250
577054,2014/3/12,16,110000002,NULL,NULL,300,NULL,1000,3,66,NULL,70,33,7,NULL,14,3,2,NULL,3,1,39,NULL,48,48,15,NULL,32,46,2,41:48.0,1,2251
577055,2014/3/12,17,110000002,NULL,NULL,400,NULL,1000,4,66,NULL,68,33,7,NULL,12,3,2,NULL,3,1,34,NULL,38,38,15,NULL,25,35,2,41:48.0,1,2252
577056,2014/3/12,18,110000002,NULL,NULL,400,NULL,1000,4,66,NULL,66,33,8,NULL,11,3,2,NULL,3,1,43,NULL,28,28,20,NULL,15,21,2,41:48.0,1,2253
577057,2014/3/12,19,110000002,NULL,NULL,500,NULL,1000,5,67,NULL,64,34,9,NULL,9,3,2,NULL,3,1,62,NULL,24,24,27,NULL,11,15,2,41:48.0,1,2254
577058,2014/3/12,20,110000002,NULL,NULL,600,NULL,1000,6,67,NULL,63,34,12,NULL,9,4,2,NULL,3,1,69,NULL,26,26,37,NULL,12,16,2,41:48.0,1,2255
577059,2014/3/12,21,110000002,NULL,NULL,600,NULL,1000,6,64,NULL,62,32,12,NULL,8,4,2,NULL,3,1,32,NULL,25,25,23,NULL,12,16,2,41:48.0,1,2256
577060,2014/3/12,22,110000002,NULL,NULL,600,NULL,1000,6,64,NULL,61,32,12,NULL,8,4,2,NULL,3,1,21,NULL,22,22,15,NULL,11,15,2,41:48.0,1,2257
577061,2014/3/12,23,110000002,NULL,NULL,500,NULL,1000,5,61,NULL,61,31,9,NULL,8,3,2,NULL,3,1,19,NULL,23,23,8,NULL,11,16,2,41:48.0,1,2258
577062,2014/3/13,0,110000002,NULL,NULL,500,NULL,1000,5,60,NULL,61,30,7,NULL,8,3,2,NULL,3,1,17,NULL,23,23,8,NULL,11,16,2,41:48.0,1,2259
577063,2014/3/13,1,110000002,NULL,NULL,500,NULL,1000,5,58,NULL,61,29,6,NULL,8,2,2,NULL,3,1,16,NULL,24,24,8,NULL,11,16,2,41:48.0,1,2260
577064,2014/3/13,2,110000002,NULL,NULL,500,NULL,1000,5,58,NULL,62,29,5,NULL,7,2,2,NULL,3,1,16,NULL,24,24,12,NULL,12,17,2,41:48.0,1,2261
577065,2014/3/13,3,110000002,NULL,NULL,500,NULL,1000,5,56,NULL,62,28,6,NULL,7,2,2,NULL,3,1,7,NULL,24,24,4,NULL,12,17,2,41:48.0,1,2262
577066,2014/3/13,4,110000002,NULL,NULL,500,NULL,1000,5,56,NULL,62,28,6,NULL,7,2,2,NULL,3,1,23,NULL,25,25,14,NULL,12,17,2,41:48.0,1,2263
577067,2014/3/13,5,110000002,NULL,NULL,600,NULL,1000,6,56,NULL,62,28,8,NULL,7,3,2,NULL,3,1,20,NULL,26,26,18,NULL,13,18,2,41:48.0,1,2264
577068,2014/3/13,6,110000002,NULL,NULL,600,NULL,1000,6,54,NULL,62,27,12,NULL,7,4,2,NULL,3,1,23,NULL,25,25,16,NULL,13,19,2,41:48.0,1,2265
577069,2014/3/13,7,110000002,NULL,NULL,600,NULL,1000,6,54,NULL,62,27,15,NULL,8,5,2,NULL,3,1,31,NULL,26,26,15,NULL,13,19,2,41:48.0,1,2266
577070,2014/3/13,8,110000002,NULL,NULL,600,NULL,1000,6,54,NULL,61,27,17,NULL,8,6,2,NULL,3,1,35,NULL,26,26,18,NULL,14,20,2,41:48.0,1,2267
577071,2014/3/13,9,110000002,NULL,NULL,600,NULL,1000,6,55,NULL,61,28,20,NULL,9,7,2,NULL,3,1,29,NULL,27,27,22,NULL,14,20,2,41:48.0,1,2268
577072,2014/3/13,10,110000002,NULL,NULL,600,NULL,1000,6,57,NULL,61,29,22,NULL,10,8,2,NULL,3,1,26,NULL,27,27,18,NULL,15,21,2,41:48.0,1,2269
577073,2014/3/13,11,110000002,NULL,NULL,600,NULL,1000,6,59,NULL,61,30,18,NULL,10,6,2,NULL,2,1,26,NULL,28,28,18,NULL,16,22,2,41:48.0,1,2270
577074,2014/3/13,12,110000002,NULL,NULL,500,NULL,1000,5,61,NULL,61,31,14,NULL,10,5,3,NULL,3,1,22,NULL,29,29,18,NULL,16,23,2,41:48.0,1,2271
577075,2014/3/13,13,110000002,NULL,NULL,500,NULL,1000,5,62,NULL,61,31,11,NULL,11,4,2,NULL,3,1,29,NULL,29,29,16,NULL,16,23,2,41:48.0,1,2272
577076,2014/3/13,14,110000002,NULL,NULL,400,NULL,1000,4,34,NULL,59,17,10,NULL,11,4,46,NULL,46,15,41,NULL,30,30,14,NULL,16,23,2,41:48.0,1,2273
577077,2014/3/13,15,110000002,NULL,NULL,300,NULL,1000,3,15,NULL,57,8,13,NULL,11,5,80,NULL,80,25,73,NULL,31,31,17,NULL,16,23,2,41:48.0,1,2274
577078,2014/3/13,16,110000002,NULL,NULL,400,NULL,1000,4,20,NULL,55,10,25,NULL,12,9,76,NULL,80,25,42,NULL,31,31,21,NULL,17,24,2,41:48.0,1,2275
577079,2014/3/13,17,110000002,NULL,NULL,400,NULL,1000,4,22,NULL,53,11,21,NULL,12,7,76,NULL,80,25,63,NULL,33,33,24,NULL,17,24,2,41:48.0,1,2276
577080,2014/3/13,18,110000002,NULL,NULL,500,NULL,1000,5,29,NULL,52,15,17,NULL,13,6,67,NULL,80,25,98,NULL,35,35,24,NULL,17,24,2,41:48.0,1,2277
577081,2014/3/13,19,110000002,NULL,NULL,400,NULL,1000,4,21,NULL,50,11,7,NULL,13,3,68,NULL,80,25,141,NULL,38,38,19,NULL,17,24,2,41:48.0,1,2278
577082,2014/3/13,20,110000002,NULL,NULL,400,NULL,1000,4,17,NULL,48,9,4,NULL,12,2,69,NULL,80,25,186,NULL,43,43,17,NULL,16,23,2,41:48.0,1,2279
577083,2014/3/13,21,110000002,NULL,NULL,300,NULL,1000,3,15,NULL,46,8,3,NULL,12,1,73,NULL,80,25,235,NULL,52,51,22,NULL,16,23,2,41:48.0,1,2280
577084,2014/3/13,22,110000002,NULL,NULL,200,NULL,1000,2,9,NULL,43,5,2,NULL,12,1,76,NULL,80,25,449,NULL,69,60,37,NULL,17,24,2,41:48.0,1,2281
577085,2014/3/13,23,110000002,NULL,NULL,300,NULL,1000,3,14,NULL,41,7,2,NULL,11,1,67,NULL,80,25,303,NULL,81,66,31,NULL,18,25,2,41:48.0,1,2282
577086,2014/3/14,0,110000002,NULL,NULL,300,NULL,1000,3,21,NULL,40,11,3,NULL,11,1,58,NULL,80,25,235,NULL,90,70,28,NULL,19,27,2,41:48.0,1,2283
577087,2014/3/14,1,110000002,NULL,NULL,500,NULL,1000,5,47,NULL,39,24,9,NULL,11,3,28,NULL,80,25,159,NULL,96,73,23,NULL,19,28,2,41:48.0,1,2284
577088,2014/3/14,2,110000002,NULL,NULL,500,NULL,1000,5,47,NULL,39,24,19,NULL,12,7,26,NULL,80,25,109,NULL,100,75,21,NULL,20,28,2,41:48.0,1,2285
577089,2014/3/14,3,110000002,NULL,NULL,500,NULL,1000,5,53,NULL,39,27,16,NULL,12,6,21,NULL,80,25,79,NULL,103,77,19,NULL,20,29,2,41:48.0,1,2286
577090,2014/3/14,4,110000002,NULL,NULL,700,NULL,0,NULL,63.5,NULL,NULL,NULL,17.5,NULL,NULL,NULL,11.5,NULL,NULL,NULL,66.5,NULL,NULL,NULL,16.5,NULL,NULL,NULL,2,41:48.0,1cono2so2o3pm10pm25,2287
577091,2014/3/14,5,110000002,NULL,NULL,900,NULL,1000,9,74,NULL,40,37,19,NULL,13,7,2,NULL,80,25,54,NULL,107,79,14,NULL,21,29,2,41:48.0,1,2288
577092,2014/3/14,6,110000002,NULL,NULL,900,NULL,1000,9,72,NULL,41,36,27,NULL,14,9,4,NULL,80,25,60,NULL,108,79,20,NULL,21,29,2,41:48.0,1,2289
577093,2014/3/14,7,110000002,NULL,NULL,600,NULL,1000,6,41,NULL,40,21,19,NULL,14,7,32,NULL,80,25,43,NULL,109,80,12,NULL,21,29,2,41:48.0,1,2290
577094,2014/3/14,8,110000002,NULL,NULL,600,NULL,1000,6,32,NULL,39,16,66,NULL,16,22,41,NULL,80,25,38,NULL,109,80,18,NULL,21,29,2,41:48.0,1,2291
577095,2014/3/14,9,110000002,NULL,NULL,500,NULL,1000,5,23,NULL,38,12,38,NULL,17,13,54,NULL,80,25,37,NULL,109,80,17,NULL,20,29,2,41:48.0,1,2292
577096,2014/3/14,10,110000002,NULL,NULL,400,NULL,1000,4,14,NULL,36,7,24,NULL,17,8,67,NULL,80,25,30,NULL,109,80,10,NULL,20,29,2,41:48.0,1,2293
577097,2014/3/14,11,110000002,NULL,NULL,400,NULL,1000,4,11,NULL,34,6,21,NULL,17,7,75,NULL,80,25,25,NULL,109,80,11,NULL,20,28,2,41:48.0,1,2294
577098,2014/3/14,12,110000002,NULL,NULL,400,NULL,1000,4,17,NULL,32,9,18,NULL,17,6,73,NULL,80,25,47,NULL,110,80,14,NULL,20,28,2,41:48.0,1,2295
577099,2014/3/14,13,110000002,NULL,NULL,400,NULL,1000,4,14,NULL,30,7,15,NULL,17,5,81,NULL,81,26,43,NULL,111,81,16,NULL,20,28,2,41:48.0,1,2296
577100,2014/3/14,14,110000002,NULL,NULL,400,NULL,1000,4,16,NULL,29,8,13,NULL,17,5,86,NULL,86,27,59,NULL,112,81,21,NULL,20,28,2,41:48.0,1,2297
577101,2014/3/14,15,110000002,NULL,NULL,300,NULL,1000,3,15,NULL,29,8,11,NULL,17,4,95,NULL,95,30,80,NULL,112,81,18,NULL,20,29,2,41:48.0,1,2298
577102,2014/3/14,16,110000002,NULL,NULL,400,NULL,1000,4,18,NULL,29,9,11,NULL,17,4,92,NULL,95,30,94,NULL,114,82,22,NULL,20,29,2,41:48.0,1,2299
577103,2014/3/14,17,110000002,NULL,NULL,400,NULL,1000,4,20,NULL,29,10,9,NULL,16,3,87,NULL,95,30,108,NULL,116,83,24,NULL,20,29,2,41:48.0,1,2300
577104,2014/3/14,18,110000002,NULL,NULL,400,NULL,1000,4,32,NULL,29,16,18,NULL,16,6,77,NULL,95,30,110,NULL,116,83,29,NULL,20,29,2,41:48.0,1,2301
577105,2014/3/14,19,110000002,NULL,NULL,500,NULL,1000,5,53,NULL,31,27,32,NULL,17,11,58,NULL,95,30,110,NULL,115,83,36,NULL,21,30,2,41:48.0,1,2302
577106,2014/3/14,20,110000002,NULL,NULL,700,NULL,1000,7,47,NULL,32,24,22,NULL,18,8,54,NULL,95,30,115,NULL,112,81,42,NULL,22,31,2,41:48.0,1,2303
577107,2014/3/14,21,110000002,NULL,NULL,1200,NULL,1000,12,78,NULL,35,39,35,NULL,19,12,17,NULL,95,30,145,NULL,108,79,58,NULL,23,33,2,41:48.0,1,2304
577108,2014/3/14,22,110000002,NULL,NULL,1300,NULL,1000,13,74,NULL,37,37,38,NULL,21,13,14,NULL,95,30,136,NULL,95,73,64,NULL,25,35,2,41:48.0,1,2305
577109,2014/3/14,23,110000002,NULL,NULL,900,NULL,1000,9,42,NULL,38,21,22,NULL,22,8,37,NULL,95,30,98,NULL,87,69,51,NULL,25,36,2,41:48.0,1,2306
577110,2014/3/15,0,110000002,NULL,NULL,900,NULL,1000,9,35,NULL,39,18,21,NULL,22,7,42,NULL,95,30,103,NULL,81,66,49,NULL,26,37,2,41:48.0,1,2307
577111,2014/3/15,1,110000002,NULL,NULL,800,NULL,1000,8,39,NULL,39,20,23,NULL,23,8,36,NULL,95,30,98,NULL,79,65,49,NULL,27,39,2,41:48.0,1,2308
577112,2014/3/15,2,110000002,NULL,NULL,1400,NULL,1000,14,65,NULL,39,33,28,NULL,23,10,14,NULL,95,30,127,NULL,80,65,58,NULL,29,41,2,41:48.0,1,2309
577113,2014/3/15,3,110000002,NULL,NULL,700,NULL,1000,7,31,NULL,39,16,24,NULL,24,8,36,NULL,95,30,87,NULL,80,65,44,NULL,30,43,2,41:48.0,1,2310
577114,2014/3/15,4,110000002,NULL,NULL,800,NULL,1000,8,28,NULL,37,14,23,NULL,24,8,34,NULL,95,30,84,NULL,80,65,41,NULL,31,44,2,41:48.0,1,2311
577115,2014/3/15,5,110000002,NULL,NULL,900,NULL,1000,9,34,NULL,36,NULL,24,NULL,24,8,14,NULL,95,30,129,NULL,84,67,45,NULL,32,46,2,41:48.0,1no2,2312
577116,2014/3/15,6,110000002,NULL,NULL,900,NULL,1000,9,40,NULL,34,20,25,NULL,24,9,26,NULL,95,30,94,NULL,85,68,46,NULL,33,47,2,41:48.0,1,2313
577117,2014/3/15,7,110000002,NULL,NULL,1800,NULL,1000,18,69,NULL,35,35,40,NULL,25,14,5,NULL,95,30,142,NULL,89,70,60,NULL,35,50,2,41:48.0,1,2314
577118,2014/3/15,8,110000002,NULL,NULL,1700,NULL,1000,17,63,NULL,37,32,34,NULL,24,12,7,NULL,95,30,149,NULL,94,72,63,NULL,37,52,2,41:48.0,1,2315
577119,2014/3/15,9,110000002,NULL,NULL,1800,NULL,1000,18,62,NULL,38,31,48,NULL,24,16,12,NULL,95,30,167,NULL,99,75,81,NULL,40,56,2,41:48.0,1,2316
577120,2014/3/15,10,110000002,NULL,NULL,2100,NULL,1000,21,81,NULL,41,41,56,NULL,25,19,10,NULL,95,30,213,NULL,107,79,109,NULL,44,61,2,41:48.0,1,2317
577121,2014/3/15,11,110000002,NULL,NULL,1600,NULL,1000,16,89,NULL,45,45,89,NULL,28,30,19,NULL,95,30,207,NULL,114,82,100,NULL,47,65,2,41:48.0,1,2318
577122,2014/3/15,12,110000002,NULL,NULL,1300,NULL,1000,13,79,NULL,47,40,51,NULL,30,17,36,NULL,95,30,186,NULL,120,85,97,NULL,51,70,2,41:48.0,1,2319
577123,2014/3/15,13,110000002,NULL,NULL,1300,NULL,1000,13,82,NULL,50,41,47,NULL,31,16,45,NULL,95,30,197,NULL,127,89,106,NULL,55,74,2,41:48.0,1,2320
577124,2014/3/15,14,110000002,NULL,NULL,900,NULL,1000,9,50,NULL,52,25,41,NULL,32,14,84,NULL,95,30,158,NULL,131,91,97,NULL,58,78,2,41:48.0,1,2321
577125,2014/3/15,15,110000002,NULL,NULL,900,NULL,2000,9,54,NULL,53,27,44,NULL,34,15,93,NULL,93,29,165,NULL,134,92,98,NULL,61,83,2,41:48.0,1,2322
577126,2014/3/15,16,110000002,NULL,NULL,900,NULL,2000,9,57,NULL,55,29,40,NULL,35,14,95,NULL,96,30,173,NULL,137,94,96,NULL,64,86,2,41:48.0,1,2323
577127,2014/3/15,17,110000002,NULL,NULL,1100,NULL,2000,12,85,NULL,58,43,48,NULL,36,16,73,NULL,96,30,196,NULL,141,96,101,NULL,67,90,2,41:48.0,1,2324
577128,2014/3/15,18,110000002,NULL,NULL,1500,NULL,2000,15,128,NULL,62,64,46,NULL,38,16,37,NULL,96,30,197,NULL,145,98,121,NULL,71,95,2,41:48.0,1,2325
577129,2014/3/15,19,110000002,NULL,NULL,1600,NULL,2000,16,149,NULL,66,75,51,NULL,38,17,8,NULL,96,30,220,NULL,149,100,127,NULL,75,100,2,41:48.0,1,2326
577130,2014/3/15,20,110000002,NULL,NULL,1600,NULL,2000,16,120,NULL,70,60,50,NULL,40,17,26,NULL,96,30,206,NULL,153,102,135,NULL,79,105,2,41:48.0,1,2327
577131,2014/3/15,21,110000002,NULL,NULL,1700,NULL,2000,17,112,NULL,71,56,46,NULL,40,16,22,NULL,96,30,189,NULL,155,103,125,NULL,82,108,2,41:48.0,1,2328
